x-axis,MATH
Hertz,dBV
+152.0000E+03,-89.78912E+00
+152.2000E+03,-89.52637E+00
+152.4000E+03,-86.59363E+00
+152.6000E+03,-84.79828E+00
+152.8000E+03,-84.94110E+00
+153.0000E+03,-86.39404E+00
+153.2000E+03,-89.33685E+00
+153.4000E+03,-94.37317E+00
+153.6000E+03,-97.35046E+00
+153.8000E+03,-95.63049E+00
+154.0000E+03,-97.66235E+00
+154.2000E+03,-100.19531E+00
+154.4000E+03,-97.54486E+00
+154.6000E+03,-92.86224E+00
+154.8000E+03,-93.40698E+00
+155.0000E+03,-93.35388E+00
+155.2000E+03,-92.58545E+00
+155.4000E+03,-93.83850E+00
+155.6000E+03,-95.68573E+00
+155.8000E+03,-94.31915E+00
+156.0000E+03,-95.15656E+00
+156.2000E+03,-97.57690E+00
+156.4000E+03,-101.89178E+00
+156.6000E+03,-101.30280E+00
+156.8000E+03,-95.69519E+00
+157.0000E+03,-98.08960E+00
